UT,PY,AU
ISI:000268911600020,2009,"Solomon, A; Leoni, V; Kivipelto, M; Besga, A; Oksengard, AR; Julin, P; Svensson, L; Wahlund, LO; Andreasen, N; Winblad, B; Soininen, H; Bjorkhem, I"
ISI:000269139400003,2009,"Ferris, S; Lane, R; Sfikas, N; Winblad, B; Farlow, M; Feldman, HH"
ISI:000269623400001,2009,"Englund, H; Gunnarsson, MD; Brundin, RM; Hedlund, M; Kilander, L; Lannfelt, L; Pettersson, FE"
ISI:000269788500006,2009,"Paillard-Borg, S; Fratiglioni, L; Winblad, B; Wang, HX"
ISI:000269909300020,2009,"Santillo, AF; Skoglund, L; Lindau, M; Eeg-Olofsson, KE; Tovi, M; Engler, H; Brundin, RM; Ingvast, S; Lannfelt, L; Glaser, A; Kilander, L"
ISI:000270365700004,2009,"Qiu, CX; Winblad, B; Fratiglioni, L"
ISI:000271689400003,2009,"Lord, A; Gumucio, A; Englund, H; Sehlin, D; Sundquist, VS; Soderberg, L; Moller, C; Gellerfors, P; Lannfelt, L; Pettersson, FE; Nilsson, LNG"
ISI:000272464800012,2010,"Wirths, O; Bethge, T; Marcello, A; Harmeier, A; Jawhar, S; Lucassen, PJ; Multhaup, G; Brody, DL; Esparza, T; Ingelsson, M; Kalimo, H; Lannfelt, L; Bayer, TA"
ISI:000272536000004,2009,"Albrecht, S; Bogdanovic, N; Ghetti, B; Winblad, B; LeBlanc, AC"
ISI:000272607200012,2009,"Skoglund, L; Ingvast, S; Matsui, T; Freeman, SH; Frosch, MP; Brundin, R; Giedraitis, V; Growdon, JH; Hyman, BT; Lannfelt, L; Ingelsson, M; Glaser, A"
ISI:000272822700001,2009,"Blom, ES; Giedraitis, V; Arepalli, S; Hamshere, ML; Adighibe, O; Goate, A; Williams, J; Lannfelt, L; Hardy, J; Wavrant-De Vrieze, F; Glaser, A"
ISI:000272997000007,2010,"Patel, NS; Mathura, VS; Bachmeier, C; Beaulieu-Abdelahad, D; Laporte, V; Weeks, O; Mullan, M; Paris, D"
ISI:000273006900001,2009,"Jacobsson, JA; Riserus, U; Axelsson, T; Lannfelt, L; Schioth, HB; Fredriksson, R"
ISI:000273417700001,2009,"Winblad, B; Black, SE; Homma, A; Schwam, EM; Moline, M; Xu, YK; Perdomo, CA; Swartz, J; Albert, K"
ISI:000273866300003,2010,"Cedazo-Minguez, A; Winblad, B"
ISI:000273991300007,2010,"Wiig, EH; Annas, P; Basun, H; Andreasen, N; Lannfelt, L; Zetterberg, H; Blennow, K; Minthon, L"
ISI:000274102000003,2010,"Petzold, A; Altintas, A; Laura, C; Bartos, A; Achim, F; Blankenstein, MA; Luc, H; Castellazzi, M; Cepok, S; Comabella, M; Constantinescu, CS; Deisenhammer, F; Deniz, G; Gaye, M; Espino, M; Fainardi, E; Franciotta, D; Freedman, MS; Giedraitis, V; Gilhus, NE; Giovannoni, G; Glabinski, A; Grieb, P; Hartung, HP; Hemmer, B; Herukka, SK; Hintzen, R; Ingelsson, M; Jackson, S; Jacobsen, S; Jafari, N; Jalosinski, M; Jarius, S; Kapaki, E; Bernd, CV; Koel-Simmelink, MJA; Kornhuber, J; Kuhle, J; Kurzepa, J; Lalive, PH; Lannfelt, L; Lehmensiek, V; Lewczuk, P; Livrea, P; Marnetto, F; Martino, D; Menge, T; Norgren, N; Papuc, E; Paraskevas, GP; Pirttila, T; Rajda, C; Rejdak, K; Ricny, J; Ripova, D; Rosengren, L; Ruggieri, M; Schraen, S; Shaw, G; Sindic, C; Siva, A; Stigbrand, T; Stonebridge, I; Topcular, B; Trojano, M; Tumani, H; Twaalfhoven, HAM; Vecsei, L; Van Pesch, V; Vanderstichele, H; Vedeler, C; Verbeek, MM; Villar, LM; Weissert, R; Wildemann, B; Yang, C; Yao, K; Teunissen, CE"
ISI:000274138000023,2010,"Frykman, S; Hur, JY; Franberg, J; Aoki, M; Winblad, B; Nahalkova, J; Behbahani, H; Tjernberg, LO"
ISI:000274508700019,2010,"Giedraitis, V; Glaser, A; Sarajarvi, T; Brundin, R; Gunnarsson, MD; Schjeide, BM; Tanzi, RE; Helisalmi, S; Pirttila, T; Kilander, L; Lannfelt, L; Soininen, H; Bertram, L; Ingelsson, M; Hiltunen, M"
ISI:000274923100006,2010,"Philipson, O; Lord, A; Gumucio, A; O'Callaghan, P; Lannfelt, L; Nilsson, LNG"
ISI:000274947500005,2010,"Mao, XJ; Zhang, XM; Zhang, HL; Quezada, HC; Mix, E; Yang, X; Winblad, B; Adem, A; Zhu, J"
ISI:000275553700004,2010,"Wanngren, J; Franberg, J; Svensson, AI; Laudon, H; Olsson, F; Winblad, B; Liu, F; Naslund, J; Lundkvist, J; Karlstrom, H"
ISI:000275593700010,2010,"Nahalkova, J; Volkmann, I; Aoki, M; Winblad, B; Bogdanovic, N; Tjernberg, LO; Behbahani, H"
ISI:000275809700011,2010,"Franberg, J; Karlstrom, H; Winblad, B; Tjernberg, LO; Frykman, S"
ISI:000275984800001,2010,"Werheid, K; Gruno, M; Kathmann, N; Fischer, H; Almkvist, O; Winblad, B"
ISI:000276043500005,2009,"Abdullah, L; Luis, C; Paris, D; Ait-ghezala, G; Mouzon, B; Allen, E; Parrish, J; Mullan, MA; Ferguson, S; Wood, M; Crawford, F; Mullan, M"
ISI:000276353400002,2010,"Hashimoto, M; Bogdanovic, N; Volkmann, I; Aoki, M; Winblad, B; Tjernberg, LO"
ISI:000276525700004,2010,"Sandwall, E; O'Callaghan, P; Zhang, X; Lindahl, U; Lannfelt, L; Li, JP"
ISI:000276526800008,2010,"Nourhashemi, F; Rikkert, MGO; Burns, A; Winblad, B; Frisoni, GB; Fitten, J; Vellas, B"
ISI:000276526800009,2010,"Tsolaki, M; Papaliagkas, V; Anogianakis, G; Bernabei, R; Emre, M; Frolich, L; Visser, PJ; Michel, JP; Pirttila, T; Rikkert, MO; Soininen, H; Sobow, T; Vellas, B; Verhey, F; Winblad, B"
ISI:000276576400002,2010,"Wimo, A; Winblad, B; Jonsson, L"
ISI:000276622600027,2010,"Qiu, CX; Xu, WL; Winblad, B; Fratiglioni, L"
ISI:000276759600006,2010,"Forsell, C; Bjork, BF; Lilius, L; Axelman, K; Fabre, SF; Fratiglioni, L; Winblad, B; Graff, C"
ISI:000276783100003,2010,"Gunnarsson, MD; Lindau, M; Wall, A; Blennow, K; Darreh-Shori, T; Basu, S; Nordberg, A; Larsson, A; Lannfelt, L; Basun, H; Kilander, L"
ISI:000277119900009,2010,"Mesterton, J; Wimo, A; By, A; Langworth, S; Winblad, B; Jonsson, L"
ISI:000277247600004,2010,"Gustavsson, A; Jonsson, L; Fillit, H; Johansson, G; Wimo, A; Winblad, B"
ISI:000277362700001,2010,"Zhang, XM; Jin, T; Quezada, HC; Mix, E; Winblad, B; Zhu, J"
ISI:000277526400002,2010,"Nilsson, P; Iwata, N; Muramatsu, S; Tjernberg, LO; Winblad, B; Saido, TC"
ISI:A1972M378500008,1972,"SCHONEBE.J; WINBLAD, B; ANSEHN, S"
ISI:A1974AD69800003,1974,"AMDISEN, A; GOTTFRIES, CG; JACOBSSON, L; WINBLAD, B"
ISI:A1974AD69800026,1974,"MATTSSON, B; GOTTFRIES, CG; ROOS, BE; WINBLAD, B"
ISI:A1974S047100012,1974,"DUCHEK, M; WINBLAD, B"
ISI:A1974T804000064,1974,"GOTTFRIE.CG; ORELAND, L; WIBERG, A; WINBLAD, B"
ISI:A1974U271800007,1974,"LINGARDH, G; DUCHEK, M; NELSON, CE; WINBLAD, B"
ISI:A1974U761900004,1974,"GOTTFRIE.CG; ROOS, BE; WINBLAD, B"
ISI:A1974U771600008,1974,"HOFER, PA; WINBLAD, B; ANDERSSO.L; SCHONEBE.J; LINGARDH, G; HIETALA, SO"
ISI:A1975AA08400006,1975,"WINBLAD, B; DUCHEK, M"
ISI:A1975AH80200014,1975,"HAGG, E; WINBLAD, B"
ISI:A1975AK53700010,1975,"WINBLAD, B; DUCHEK, M; HOLM, S"
ISI:A1975AQ15100029,1975,"ELMROS, T; HORSTEDT, P; WINBLAD, B"
ISI:A1975AT35800017,1975,"ADOLFSSON, R; WINBLAD, B; OSTBERG, Y"
ISI:A1975AW13500021,1975,"GOTTFRIES, CG; ORELAND, L; WIBERG, A; WINBLAD, B"
ISI:A1975BE30600056,1975,"ROOS, BE; BESKOW, J; CARLSSON, A; GOTTFRIES, CG; SKOTT, A; WINBLAD, B; WALINDER, J; OHMAN, E"
ISI:A1976BD55300002,1976,"BESKOW, J; GOTTFRIES, CG; ROOS, BE; WINBLAD, B"
ISI:A1976BH68000022,1976,"AXELSSON, H; WINBLAD, B"
ISI:A1976BP24300018,1976,"ELMROS, T; NORMARK, S; SANDSTROM, G; WINBLAD, B"
ISI:A1976CB42000008,1976,"CARLSSON, A; WINBLAD, B"
ISI:A1976CQ22900008,1976,"ADOLFSSON, R; GOTTFRIES, CG; HASSLER, O; ROOS, BE; WINBLAD, B"
ISI:A1976CS57800004,1976,"DUCHEK, M; HIETALA, SO; WINBLAD, B"
ISI:A1977CR47000046,1977,"WESTLINGHAGGSTROM, B; ELMROS, T; NORMARK, S; WINBLAD, B"
ISI:A1977DJ40100011,1977,"ADOLFSSON, R; ECKERT, B; GOTTFRIES, CG; ORELAND, L; WIBERG, A; WINBLAD, B"
ISI:A1977DM69100004,1977,"LERNMARK, A; WINBLAD, B"
ISI:A1977EF60900017,1977,"AXELSSON, H; SCHONEBECK, J; WINBLAD, B"
ISI:A1978ER55500019,1978,"PERSSON, M; WINBLAD, B; ANSEHN, S; SCHONEBECK, J"
ISI:A1978FM11200009,1978,"ADOLFSSON, R; GOTTFRIES, CG; ORELAND, L; ROOS, BE; WIBERG, A; WINBLAD, B"
ISI:A1978FP20600020,1978,"AXELSSON, H; CARLSOO, B; WEIBRING, J; WINBLAD, B"
ISI:A1979HA99600008,1979,"WINBLAD, B; GOTTFRIES, CG; ORELAND, L; WIBERG, A"
ISI:A1979HF42200003,1979,"WINBLAD, B; BUCHT, G; GOTTFRIES, CG; ROOS, BE"
ISI:A1979HQ46400012,1979,"ELMROS, T; HOLM, S; KJELLBERG, E; NORMARK, S; WINBLAD, B"
ISI:A1980JP71100006,1980,"LUNDGREN, R; WINBLAD, B"
ISI:A1980JQ83500011,1980,"ADOLFSSON, R; GOTTFRIES, CG; ROOS, BE; WINBLAD, B"
ISI:A1980JR37700006,1980,"FOWLER, CJ; ORELAND, L; MARCUSSON, J; WINBLAD, B"
ISI:A1980JW54500007,1980,"CARLSSON, A; SVENNERHOLM, L; WINBLAD, B"
ISI:A1980JZ11300008,1980,"IDAHL, LA; LERNMARK, A; SODERBERG, M; WINBLAD, B"
ISI:A1980KA01300008,1980,"ECKERT, B; GOTTFRIES, CG; KNORRING, LV; ORELAND, L; WIBERG, A; WINBLAD, B"
ISI:A1980KA40000003,1980,"STENFORS, LE; WINBLAD, B"
ISI:A1980KF66200002,1980,"FOWLER, CJ; WIBERG, A; ORELAND, L; WINBLAD, B"
ISI:A1980KH71000002,1980,"ADOLFSSON, R; GOTTFRIES, CG; ORELAND, L; WIBERG, A; WINBLAD, B"
ISI:A1980KM79300014,1980,"STENFORS, LE; SALEN, B; WINBLAD, B"
ISI:A1980KR45900001,1980,"FOWLER, CJ; WIBERG, A; ORELAND, L; MARCUSSON, J; WINBLAD, B"
ISI:A1980KU36200003,1980,"STENFORS, LE; CARLSOO, B; SALEN, B; WINBLAD, B"
ISI:A1980KZ25700009,1980,"BUCHT, G; WAHLIN, A; WENTZEL, T; WINBLAD, B"
ISI:A1980KZ25700010,1980,"ADOLFSSON, R; BUCHT, G; LITHNER, F; WINBLAD, B"
ISI:A1981KZ99900010,1981,"STENFORS, LE; CARLSOO, B; WINBLAD, B"
ISI:A1981LE85100002,1981,"CARLSSON, S; STIGBRAND, T; WINBLAD, B"
ISI:A1981LJ54400004,1981,"ADOLFSSON, R; GOTTFRIES, CG; NYSTROM, L; WINBLAD, B"
ISI:A1981LL21600008,1981,"ELMROS, T; WINBLAD, B"
ISI:A1981LW73000013,1981,"FOWLER, CJ; WIBERG, A; ORELAND, L; DANIELSSON, A; PALM, U; WINBLAD, B"
ISI:A1981MC38800001,1981,"BUCHT, G; ADOLFSSON, R; GOTTFRIES, CG; ROOS, BE; WINBLAD, B"
ISI:A1981MD03300002,1981,"ELMROS, T; HOLM, SE; KJELLBERG, E; WINBLAD, B"
ISI:A1981MD20800001,1981,"FOWLER, CJ; WIBERG, A; GUSTAVSON, KH; WINBLAD, B"
ISI:A1981MH58600037,1981,"CARLSSON, SR; STIGBRAND, T; BOQUIST, L; LUNDGREN, E; WINBLAD, B; LARSSON, SE"
ISI:A1981MK75300098,1981,"NORDENSON, I; ADOLFSSON, R; BECKMAN, G; BUCHT, G; WINBLAD, B"
ISI:A1981ML11700315,1981,"LANCRANJAN, I; AMICO, J; ADOLFSSON, R; BUCHT, G; WINBLAD, B; SEIF, S"
ISI:A1981ML98700002,1981,"FOWLER, CJ; CARLSSON, A; WINBLAD, B"
ISI:A1982ND71200010,1982,"NYBERG, P; GOTTFRIES, CG; HOLMGREN, G; PERSSON, S; ROOS, BE; WINBLAD, B"
ISI:A1982NG74400020,1982,"WIBERG, A; ADOLFSSON, R; ECKERT, B; WINBLAD, B"
ISI:A1982NR34500003,1982,"NYBERG, P; ADOLFSSON, R; ANDEN, NE; WINBLAD, B"
ISI:A1982NY61700002,1982,"NYBERG, P; ALMAY, BGL; CARLSSON, A; MASTERS, C; WINBLAD, B"
ISI:A1982NY63100008,1982,"NYBERG, P; WINBLAD, B; CARLSSON, A"
ISI:A1982NY63100009,1982,"DEHLIN, E; MARCUSSON, J; FOWLER, CJ; WINBLAD, B"
ISI:A1982NZ73800007,1982,"STENFORS, LE; CARLSOO, B; HELLSTROM, S; SALEN, B; WINBLAD, B"
ISI:A1982PN29000026,1982,"GILLBERG, PG; AQUILONIUS, SM; ECKERNAS, SA; LUNDQVIST, G; WINBLAD, B"
ISI:A1982PP52900006,1982,"SJOQUIST, B; ERIKSSON, A; WINBLAD, B"
ISI:A1982PP80400054,1982,"NORDBERG, A; LARSSON, C; ADOLFSSON, R; WINBLAD, B"
ISI:A1982PS54500014,1982,"SEVERSON, JA; MARCUSSON, J; WINBLAD, B; FINCH, CE"
ISI:A1982PW53800004,1982,"NYBERG, P; CARLSSON, A; WINBLAD, B"
ISI:A1982PW80200036,1982,"MARKLUND, S; ADOLFSSON, R; ALAFUZOFF, I; BUCHT, G; WIDMAN, L; WINBLAD, B"
ISI:A1982PW80200052,1982,"STRAND, T; ALLING, C; ASPLUND, K; ERIKSSON, S; HAGG, E; KARLSSON, B; LILIEQUIST, B; LITHNER, F; WESTER, PO; WINBLAD, B"
ISI:A1983PZ99300003,1983,"LUNDGREN, R; HORSTEDT, P; WINBLAD, B"
ISI:A1983QH66700002,1983,"NORDBERG, A; LARSSON, C; ADOLFSSON, R; ALAFUZOFF, I; WINBLAD, B"
ISI:A1983QH66700007,1983,"ORELAND, L; WIBERG, A; WINBLAD, B; FOWLER, CJ; GOTTFRIES, CG; KIIANMAA, K"
ISI:A1983QQ72400008,1983,"SANDMAN, PO; ADOLFSSON, R; HALLMANS, G; NYGREN, C; NYSTROM, L; WINBLAD, B"
ISI:A1983QU65400070,1983,"NORDBERG, A; LARSSON, C; PERDAHL, E; WINBLAD, B"
ISI:A1983QW25000012,1983,"UNDEN, A; MEYERSON, B; WINBLAD, B; SACHS, C; BARTFAI, T"
ISI:A1983QX55400013,1983,"BUCHT, G; ADOLFSSON, R; LITHNER, F; WINBLAD, B"
ISI:A1983RH51500015,1983,"ALAFUZOFF, I; ADOLFSSON, R; BUCHT, G; WINBLAD, B"
ISI:A1983RN61300002,1983,"SJOQUIST, B; PERDAHL, E; WINBLAD, B"
ISI:A1983RT67400003,1983,"NORDENSSON, I; BECKMAN, G; ADOLFSSON, R; BUCHT, G; WINBLAD, B"
ISI:A1983RW16700001,1983,"MARKLUND, SL; ORELAND, L; PERDAHL, E; WINBLAD, B"
ISI:A1983SH50400001,1983,"GOTTFRIES, CG; ADOLFSSON, R; AQUILONIUS, SM; CARLSSON, A; ECKERNAS, SA; NORDBERG, A; ORELAND, L; SVENNERHOLM, L; WIBERG, A; WINBLAD, B"
ISI:A1984ADF3500004,1984,"PERDAHL, E; WU, WCS; BROWNING, MD; WINBLAD, B; GREENGARD, P"
ISI:A1984SB50200026,1984,"STRAND, T; ALLING, C; KARLSSON, B; KARLSSON, I; WINBLAD, B"
ISI:A1984SB50200085,1984,"STRAND, T; ASPLUND, K; ALLING, C; ERIKSSON, S; KARLSSON, B; LILIEQUIST, B; WESTER, PO; WINBLAD, B"
ISI:A1984SX77400030,1984,"ALMQVIST, P; CARLSSON, S; STIGBRAND, T; WINBLAD, B"
ISI:A1984SX77400051,1984,"WESTER, P; HARDY, JA; WINBLAD, B"
ISI:A1984TB11300003,1984,"BUCHT, G; ADOLFSSON, R; WINBLAD, B"
ISI:A1984TC65500007,1984,"OSTERLIND, PO; ALAFUZOFF, I; LOFGREN, AC; MARKLUND, S; NYSTROM, L; SANDMAN, PO; STEEN, B; WINBLAD, B"
ISI:A1984TD78500025,1984,"LANGER, SZ; LEE, CR; SEGONZAC, A; TATEISHI, T; ESNAUD, H; SCHOEMAKER, H; WINBLAD, B"
ISI:A1984TG72000002,1984,"VONKNORRING, L; ORELAND, L; WINBLAD, B"
ISI:A1984TJ24600055,1984,"VIITANEN, M; WINBLAD, B"
ISI:A1984TJ24600058,1984,"WESTER, P; HARDY, JA; WINBLAD, B; STRAND, T; WESTER, PO"
ISI:A1984TN42700005,1984,"PERDAHL, E; ADOLFSSON, R; ALAFUZOFF, I; ALBERT, KA; NESTLER, EJ; GREENGARD, P; WINBLAD, B"
ISI:A1984TN96400006,1984,"MARCUSSON, JO; MORGAN, DG; WINBLAD, B; FINCH, CE"
ISI:A1984TT05600029,1984,"MARCUSSON, J; ORELAND, L; WINBLAD, B"
ISI:A1984TT30500015,1984,"BIXO, M; BACKSTROM, T; WINBLAD, B"
ISI:A1985ABJ9900043,1985,"NYBERG, P; BUCHT, G; NORDBERG, A; WESTER, P; WINBLAD, B"
ISI:A1985ABJ9900045,1985,"WESTER, P; HARDY, JA; MARCUSSON, J; NYBERG, P; WINBLAD, B"
ISI:A1985ACC6900008,1985,"MARCUSSON, J; FOWLER, CJ; HALL, H; ROSS, SB; WINBLAD, B"
ISI:A1985AEB4100006,1985,"MARKLUND, SL; ADOLFSSON, R; GOTTFRIES, CG; WINBLAD, B"
ISI:A1985AEZ6000009,1985,"HARDY, JA; WESTER, P; WINBLAD, B; GEZELIUS, C; BRING, G; ERIKSSON, A"
ISI:A1985AGW2400017,1985,"NYBERG, P; ADOLFSSON, R; HARDY, JA; NORDBERG, A; WESTER, P; WINBLAD, B"
ISI:A1985AHL9400012,1985,"PALM, R; HANSTROM, L; HALLMANS, G; WINBLAD, B"
ISI:A1985AJY4600002,1985,"STENSTROM, A; ORELAND, L; HARDY, J; WESTER, P; WINBLAD, B"
ISI:A1985AML0500020,1985,"WINBLAD, B; HARDY, J; BACKMAN, L; NILSSON, LG"
ISI:A1985AMM1300001,1985,"HARDY, J; ADOLFSSON, R; ALAFUZOFF, I; BUCHT, G; MARCUSSON, J; NYBERG, P; PERDAHL, E; WESTER, P; WINBLAD, B"
ISI:A1985ANJ4300003,1985,"HALLMANS, G; ADOLFSSON, R; GRANQVIST, E; JOHANSSON, G; NYGREN, C; SANDMAN, PO; SEHLSTEDT, E; WINBLAD, B"
ISI:A1985ASH7800007,1985,"SEVERSON, JA; MARCUSSON, JO; OSTERBURG, HH; FINCH, CE; WINBLAD, B"
ISI:A1985AXH4600009,1985,"KOURTOPOULOS, H; HOLM, SE; WINBLAD, B"
ISI:A1985AXR6800007,1985,"KOHLER, C; RADESATER, AC; HALL, H; WINBLAD, B"
ISI:A1986A042600007,1986,"OSTERLIND, PO; LOFGREN, AC; SANDMAN, PO; STEEN, B; WINBLAD, B"
ISI:A1986A061900003,1986,"ALMQVIST, P; CARLSSON, SR; HARDY, JA; WINBLAD, B"
ISI:A1986AYY1300010,1986,"FOWLER, CJ; OCARROLL, AM; BUCHT, G; WINBLAD, B"
ISI:A1986D076000009,1986,"ALAFUZOFF, I; ADOLFSSON, R; BUCHT, G; JELLUM, E; MEHTA, PD; WINBLAD, B"
ISI:A1986D689400004,1986,"IQBAL, K; ZAIDI, T; WEN, GY; GRUNDKEIQBAL, I; MERZ, PA; SHAIKH, SS; WISNIEWSKI, HM; ALAFUZOFF, I; WINBLAD, B"
ISI:A1986D769400039,1986,"MORGAN, DG; MARCUSSON, JO; WINBLAD, B; FINCH, CE"
ISI:A1986D811300012,1986,"LOFGREN, S; BUCHT, G; HERMANSSON, B; HOLM, SE; WINBLAD, B; NORRBY, SR"
ISI:A1986E238000013,1986,"BIXO, M; BACKSTROM, T; WINBLAD, B; SELSTAM, G; ANDERSSON, A"
ISI:A1986E258700773,1986,"ADOLFSSON, R; ALAFUZOFF, I; WINBLAD, B; KARLSSON, T"
ISI:A1986E526000001,1986,"BIXO, M; BACKSTROM, T; CAJANDER, S; WINBLAD, B"
ISI:A1986E588900009,1986,"WINBLAD, B; FOWLER, CJ; MARCUSSON, J"
ISI:A1986F033800004,1986,"ADEM, A; NORDBERG, A; BUCHT, G; WINBLAD, B"
ISI:A1986F033800033,1986,"WALLACE, W; WINBLAD, B"
ISI:A1986F221800009,1986,"NILSSON, L; NORDBERG, A; HARDY, J; WESTER, P; WINBLAD, B"
ISI:A1986F224400007,1986,"RANBY, M; BERGSDORF, N; NILSSON, T; MELLBRING, G; WINBLAD, B; BUCHT, G"
ISI:A1986F883100032,1986,"HARDY, JA; MANN, DMA; WESTER, P; WINBLAD, B"
ISI:A1987F576200006,1987,"SANDMAN, PO; ADOLFSSON, R; NYGREN, C; HALLMANS, G; WINBLAD, B"
ISI:A1987F579600016,1987,"HARDY, J; COWBURN, R; BARTON, A; REYNOLDS, G; DODD, P; WESTER, P; OCARROLL, AM; LOFDAHL, E; WINBLAD, B"
ISI:A1987G418300020,1987,"HARDY, J; COWBURN, R; BARTON, A; REYNOLDS, G; LOFDAHL, E; OCARROLL, AM; WESTER, P; WINBLAD, B"
ISI:A1987G794600009,1987,"ALAFUZOFF, I; ADOLFSSON, R; GRUNDKEIQBAL, I; WINBLAD, B"
ISI:A1987H020400005,1987,"WESTER, P; GOTTFRIES, J; JOHANSSON, K; KLINTEBACK, F; WINBLAD, B"
ISI:A1987H020400006,1987,"WESTER, P; GOTTFRIES, J; WINBLAD, B"
ISI:A1987H433000003,1987,"BERGGREN, D; GUSTAFSON, Y; ERIKSSON, B; BUCHT, G; HANSSON, LI; REIZ, S; WINBLAD, B"
ISI:A1987H459100003,1987,"NORDBERG, A; NYBERG, P; ADOLFSSON, R; WINBLAD, B"
ISI:A1987H574200005,1987,"VIITANEN, M; ERIKSSON, S; ASPLUND, K; WESTER, PO; WINBLAD, B"
ISI:A1987H781400005,1987,"HARDY, JA; WESTER, P; BACKSTROM, I; GOTTFRIES, J; ORELAND, L; STENSTROM, A; WINBLAD, B"
ISI:A1987H798700002,1987,"MORGAN, DG; MARCUSSON, JO; NYBERG, P; WESTER, P; WINBLAD, B; GORDON, MN; FINCH, CE"
ISI:A1987H977300146,1987,"COWBURN, RF; BARTON, AJL; HARDY, JA; WESTER, P; WINBLAD, B"
ISI:A1987J298800009,1987,"NORBERG, A; ATHLIN, E; WINBLAD, B"
ISI:A1987J987600040,1987,"NORDBERG, A; ADEM, A; NILSSON, L; WINBLAD, B"
ISI:A1987K099400001,1987,"ALAFUZOFF, I; IQBAL, K; FRIDEN, H; ADOLFSSON, R; WINBLAD, B"
ISI:A1987K100500031,1987,"WAHLSTROM, A; RANE, A; WINBLAD, B; BIXO, M; LUNDIN, LG"
ISI:A1987K630000001,1987,"HOLMGREN, G; WINNBERGALMQVIST, E; ANVRET, M; CONNEALLY, M; HOBBS, W; MATTSSON, B; WAHLSTROM, J; WINBLAD, B; GUSELLA, JF"
ISI:A1987K662000016,1987,"MARCUSSON, JO; ALAFUZOFF, I; BACKSTROM, IT; ERICSON, E; GOTTFRIES, CG; WINBLAD, B"
ISI:A1987K821000014,1987,"NILSSON, L; ADEM, A; HARDY, J; WINBLAD, B; NORDBERG, A"
ISI:A1987L218300003,1987,"VIITANEN, M; WINBLAD, B; ASPLUND, K"
ISI:A1987L315200016,1987,"ADEM, A; SYNNERGREN, B; BOTROS, M; OHMAN, B; WINBLAD, B; NORDBERG, A"
ISI:A1987L472100010,1987,"WESTER, P; PUU, G; REIZ, S; WINBLAD, B; WESTER, PO"
ISI:A1987L970600006,1987,"HORNQVIST, R; HENRIKSSON, R; BACK, O; BUCHT, G; WINBLAD, B"
ISI:A1988L976700010,1988,"JAMES, P; OLSON, RE; EKBLOM, B; GOOD, RA; SMITH, EL; HAUTVAST, J; STEEN, B; TOBIN, J; LIPSCHITZ, DA; YOUNG, VR; WINBLAD, B; LEAF, A; JOHNELL, O; HODKINSON, M; BRUCE, A; HALLBERG, L; STARE, FJ; KANNEL, WB; WERNER, I; GROWDON, JH; DAVIES, L; JOOSSENS, JV"
ISI:A1988M731600009,1988,"OKE, AF; ADAMS, RN; WINBLAD, B; VONKNORRING, L"
ISI:A1988M789000013,1988,"NORDBERG, A; ADEM, A; HARDY, J; WINBLAD, B"
ISI:A1988N333200002,1988,"WAXMAN, HM; ASTROM, S; NORBERG, A; WINBLAD, B"
ISI:A1988N845400007,1988,"GUSTAFSON, Y; BERGGREN, D; BRANNSTROM, B; BUCHT, G; NORBERG, A; HANSSON, LI; WINBLAD, B"
ISI:A1988P176500009,1988,"ADEM, A; JOSSAN, SS; DARGY, R; BRANDT, I; WINBLAD, B; NORDBERG, A"
ISI:A1988P279800003,1988,"CARLSSON, A; GOTTFRIES, CG; ECKERNAS, SA; ALAFUZOFF, I; WINBLAD, B"
ISI:A1988P703400021,1988,"LEE, JS; ANVRET, M; LINDSTEN, J; LANNFELT, L; GELLERFORS, P; WETTERBERG, L; FLODERUS, Y; THUNELL, S"
ISI:A1988P744900002,1988,"ONEILL, C; FOWLER, CJ; MARCUSSON, JO; WINBLAD, B"
ISI:A1988Q965100005,1988,"FOLEY, P; BRADFORD, HF; DOCHERTY, M; FILLIT, H; LUINE, VN; MCEWEN, B; BUCHT, G; WINBLAD, B; HARDY, J"
ISI:A1988R132900001,1988,"WAHLSTROM, A; WINBLAD, B; BIXO, M; RANE, A"
ISI:A1988R161600037,1988,"WINBLAD, B; LJUNGGREN, G"
ISI:A1988R571900006,1988,"FILLIT, H; FOLEY, P; BRADFORD, HF; BUCHT, G; WINBLAD, B; MCEWEN, B; LUINE, V; HARDY, J"
ISI:A1989AB79300025,1989,"ELINDER, F; MOHAMMED, AK; WINBLAD, B; ARHEM, P"
ISI:A1989AC01300018,1989,"LANGSTROM, N; ERIKSSON, A; WINBLAD, B; WALLACE, W"
ISI:A1989AD77100005,1989,"WALAAS, SI; PERDAHLWALLACE, E; WINBLAD, B; GREENGARD, P"
ISI:A1989AE88300010,1989,"FOWLER, CJ; ONEILL, C; ALMQVIST, P; NILSSON, S; WIEHAGER, B; WINBLAD, B"
ISI:A1989AM01700013,1989,"LANNFELT, L; WETTERBERG, L; LILIUS, L; THUNELL, S; GELLERFORS, P"
ISI:A1989AT57400270,1989,"GOATE, A; HAYNES, A; MULLAN, M; OWEN, M; JAMES, L; FARRALL, M; ROSSOR, M; WILLIAMSON, R; HARDY, J"
ISI:A1989CA61500011,1989,"LANNFELT, L; WETTERBERG, L; LILIUS, L; THUNELL, S; JORNVALL, H; PAVLU, B; WIELBURSKI, A; GELLERFORS, P"
